target,cell,horizon,candidate,fold,evaluation_stage,n,interval_coverage,coverage_ci_lo,coverage_ci_hi,mean_halfwidth,interval_score,mean_q,start,end,score_delta,score_delta_ci_lo,score_delta_ci_hi,verdict
sk_hynix,open,1,aci_g0.005_w500,2022H2,halfyear,125,0.856,,,0.01805117133496895,0.05381167348748782,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2023H1,halfyear,123,0.7886178861788617,,,0.01593440736003421,0.0560268631568688,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2023H2,halfyear,121,0.8099173553719008,,,0.01575460883354692,0.046291257728149654,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2024H1,halfyear,121,0.743801652892562,,,0.01932043089153445,0.06066461850500275,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2024H2,halfyear,123,0.8617886178861789,,,0.02603022547218722,0.0725715463387884,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2025H1,halfyear,117,0.8034188034188035,,,0.024056739578925804,0.07348792544218251,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2025H2,halfyear,107,0.7757009345794392,,,0.024435498673108295,0.07721522542681993,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2026H1,halfyear,120,0.8083333333333333,,,0.038971657271802344,0.11729427253220602,,,,,,,
sk_hynix,open,1,aci_g0.005_w500,2026H2,halfyear,49,0.8571428571428571,,,0.056535119470448904,0.16461329713044515,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2021H2,halfyear,36,0.8055555555555556,,,0.014752282137235792,0.05192871268398788,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2022H1,halfyear,103,0.7961165048543689,,,0.019654346946918595,0.05718071569166503,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2022H2,halfyear,125,0.84,,,0.0176885281763888,0.053292965107029175,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2023H1,halfyear,123,0.7967479674796748,,,0.015267415051407997,0.05585303983618123,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2023H2,halfyear,121,0.7851239669421488,,,0.015927894584004176,0.046983536177991975,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2024H1,halfyear,121,0.7603305785123967,,,0.02008691539093067,0.06092266750942653,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2024H2,halfyear,123,0.8455284552845529,,,0.025698912978754724,0.07266278730111876,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2025H1,halfyear,117,0.7606837606837606,,,0.02221611635788852,0.07211883595113797,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2025H2,halfyear,107,0.8130841121495327,,,0.027512999356547777,0.07905101745076554,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2026H1,halfyear,120,0.8083333333333333,,,0.040140588957738824,0.11889695371328828,,,,,,,
sk_hynix,open,1,aci_g0.02_w250,2026H2,halfyear,49,0.8571428571428571,,,0.060214880799786916,0.16800883162612984,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2021H2,halfyear,36,0.8055555555555556,,,0.014764568239137354,0.05203771763280181,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2022H1,halfyear,103,0.7864077669902912,,,0.020112482043392894,0.05763171301920152,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2022H2,halfyear,125,0.848,,,0.017273152651962838,0.05314597370281636,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2023H1,halfyear,123,0.7886178861788617,,,0.01582591820325614,0.05617400586933326,,,,,,,
sk_hynix,open,1,aci_g0.02_w500,2023H2,halfyear,121,0.7933884297520661,,,0.016190772092496194,0.04645903025836461,,,,,,,
