target,horizon,candidate,fold,evaluation_stage,n,mae,rmse,mae_calibrated,mae_issued,issuance_rate,mean_abs_raw,mean_train_rows,mean_slope,seconds_per_fold,zero_mae,train_rows,slope,issued,setting
samsung,20,a1000_expanding,dev_06,dev_fold,121,0.04090865269204075,,,,,,,,,0.040052940593539185,1493,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_07,dev_fold,121,0.04852773403746735,,,,,,,,,0.05453007980237695,1614,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_08,dev_fold,123,0.11040104966936813,,,,,,,,,0.07709427349915471,1735,0.0,False,a1000_expanding
samsung,20,a1000_expanding,dev_09,dev_fold,117,0.05141246637278015,,,,,,,,,0.050582678256604424,1858,0.0,False,a1000_expanding
samsung,20,a10000_5y,dev_all,dev_common,1086,0.05350348776308915,0.06896618834713725,0.050788482171063576,0.05042180518827757,0.4444444444444444,0.011661132188716197,1133.0,0.12804695880842848,0.013094755556570211,,,,,
samsung,20,a10000_5y,dev_01,dev_fold,123,0.03219876139711372,,,,,,,,,0.02443764540457775,889,0.3592059330647214,True,a10000_5y
samsung,20,a10000_5y,dev_02,dev_fold,125,0.05122406931290488,,,,,,,,,0.0494481373447924,1012,0.07256216574360302,True,a10000_5y
samsung,20,a10000_5y,dev_03,dev_fold,108,0.06140604388198962,,,,,,,,,0.05511537872073959,1137,0.598857413877179,False,a10000_5y
samsung,20,a10000_5y,dev_04,dev_fold,125,0.053572107166942586,,,,,,,,,0.05359914257642141,1172,0.0,False,a10000_5y
samsung,20,a10000_5y,dev_05,dev_fold,123,0.05438347383049603,,,,,,,,,0.046202301301395514,1195,0.0,False,a10000_5y
samsung,20,a10000_5y,dev_06,dev_fold,121,0.039549902672919024,,,,,,,,,0.040052940593539185,1200,0.0,False,a10000_5y
samsung,20,a10000_5y,dev_07,dev_fold,121,0.053339901793646505,,,,,,,,,0.05453007980237695,1198,0.042092150654369144,True,a10000_5y
samsung,20,a10000_5y,dev_08,dev_fold,123,0.08901674012909885,,,,,,,,,0.07709427349915471,1198,0.0797049659359838,True,a10000_5y
samsung,20,a10000_5y,dev_09,dev_fold,117,0.04730831283888384,,,,,,,,,0.050582678256604424,1196,0.0,False,a10000_5y
samsung,20,a10000_expanding,dev_all,dev_common,1086,0.054048122149700624,0.07054026552853576,0.0508061794461286,0.050446949412980883,0.3333333333333333,0.012662398800971007,1372.5555555555557,0.12661721298337034,0.011861377778081482,,,,,
samsung,20,a10000_expanding,dev_01,dev_fold,123,0.03219876139711372,,,,,,,,,0.02443764540457775,889,0.3592059330647214,True,a10000_expanding
samsung,20,a10000_expanding,dev_02,dev_fold,125,0.05122406931290488,,,,,,,,,0.0494481373447924,1012,0.07256216574360302,True,a10000_expanding
samsung,20,a10000_expanding,dev_03,dev_fold,108,0.06140604388198962,,,,,,,,,0.05511537872073959,1137,0.598857413877179,False,a10000_expanding
samsung,20,a10000_expanding,dev_04,dev_fold,125,0.05409439331273983,,,,,,,,,0.05359914257642141,1245,0.0,False,a10000_expanding
samsung,20,a10000_expanding,dev_05,dev_fold,123,0.05576386275610173,,,,,,,,,0.046202301301395514,1370,0.0,False,a10000_expanding
samsung,20,a10000_expanding,dev_06,dev_fold,121,0.03944543368503726,,,,,,,,,0.040052940593539185,1493,0.0,False,a10000_expanding
samsung,20,a10000_expanding,dev_07,dev_fold,121,0.05306124474734848,,,,,,,,,0.05453007980237695,1614,0.031325260835402526,False,a10000_expanding
samsung,20,a10000_expanding,dev_08,dev_fold,123,0.09174779761344751,,,,,,,,,0.07709427349915471,1735,0.07760414332942683,True,a10000_expanding
samsung,20,a10000_expanding,dev_09,dev_fold,117,0.04787957367090762,,,,,,,,,0.050582678256604424,1858,0.0,False,a10000_expanding
samsung,20,inner_selected,dev_all,dev_common,1086,0.057161088620436465,0.09681785539175129,0.050788482171063576,0.05042180518827757,0.4444444444444444,0.01745961706016553,,,,,,,,
samsung,20,inner_selected,dev_01,dev_fold,123,0.03219876139711372,,,,,,,,,0.02443764540457775,889,0.3592059330647214,True,a10000_expanding
samsung,20,inner_selected,dev_02,dev_fold,125,0.05122406931290488,,,,,,,,,0.0494481373447924,1012,0.07256216574360302,True,a10000_expanding
samsung,20,inner_selected,dev_03,dev_fold,108,0.06140604388198962,,,,,,,,,0.05511537872073959,1137,0.598857413877179,False,a10000_expanding
samsung,20,inner_selected,dev_04,dev_fold,125,0.053172759908154406,,,,,,,,,0.05359914257642141,1245,0.0,False,a1000_expanding
samsung,20,inner_selected,dev_05,dev_fold,123,0.08708325381771315,,,,,,,,,0.046202301301395514,1195,0.0,False,a1000_5y
samsung,20,inner_selected,dev_06,dev_fold,121,0.039549902672919024,,,,,,,,,0.040052940593539185,1200,0.0,False,a10000_5y
samsung,20,inner_selected,dev_07,dev_fold,121,0.053339901793646505,,,,,,,,,0.05453007980237695,1198,0.042092150654369144,True,a10000_5y
samsung,20,inner_selected,dev_08,dev_fold,123,0.08901674012909885,,,,,,,,,0.07709427349915471,1198,0.0797049659359838,True,a10000_5y
samsung,20,inner_selected,dev_09,dev_fold,117,0.04730831283888384,,,,,,,,,0.050582678256604424,1196,0.0,False,a10000_5y
