month,us10y,jp10y,usdjpy,rate_gap
1962-01-01,4.083181818181818,,,
1962-02-01,4.039444444444444,,,
1962-03-01,3.930454545454545,,,
1962-04-01,3.843,,,
1962-05-01,3.873636363636364,,,
1962-06-01,3.909047619047619,,,
1962-07-01,4.014285714285714,,,
1962-08-01,3.9756521739130433,,,
1962-09-01,3.978947368421052,,,
1962-10-01,3.925454545454545,,,
1962-11-01,3.91578947368421,,,
1962-12-01,3.864500000000001,,,
1963-01-01,3.833636363636364,,,
1963-02-01,3.921111111111111,,,
1963-03-01,3.928571428571429,,,
1963-04-01,3.970952380952381,,,
1963-05-01,3.93,,,
1963-06-01,3.993,,,
1963-07-01,4.0204545454545455,,,
1963-08-01,4.002272727272727,,,
1963-09-01,4.0775,,,
1963-10-01,4.106086956521739,,,
1963-11-01,4.121764705882353,,,
1963-12-01,4.128571428571429,,,
1964-01-01,4.166818181818182,,,
1964-02-01,4.145555555555556,,,
1964-03-01,4.2195238095238095,,,
1964-04-01,4.232272727272727,,,
1964-05-01,4.2,,,
1964-06-01,4.170000000000001,,,
1964-07-01,4.185909090909092,,,
1964-08-01,4.1938095238095245,,,
1964-09-01,4.203809523809523,,,
1964-10-01,4.188095238095238,,,
1964-11-01,4.152777777777778,,,
1964-12-01,4.179545454545455,,,
1965-01-01,4.189500000000001,,,
1965-02-01,4.211111111111111,,,
1965-03-01,4.210434782608695,,,
1965-04-01,4.203809523809523,,,
1965-05-01,4.2115,,,
1965-06-01,4.213181818181819,,,
1965-07-01,4.204761904761905,,,
1965-08-01,4.252272727272727,,,
1965-09-01,4.29047619047619,,,
1965-10-01,4.3495,,,
1965-11-01,4.448947368421052,,,
1965-12-01,4.615454545454546,,,
1966-01-01,4.612380952380953,,,
1966-02-01,4.832105263157895,,,
1966-03-01,4.8734782608695655,,,
1966-04-01,4.75,,,
1966-05-01,4.7785714285714285,,,
1966-06-01,4.814545454545455,,,
1966-07-01,5.018,,,
1966-08-01,5.224347826086956,,,
1966-09-01,5.182380952380952,,,
1966-10-01,5.0115,,,
1966-11-01,5.155263157894737,,,
1966-12-01,4.842857142857143,,,
1967-01-01,4.579047619047619,,,
1967-02-01,4.626666666666667,,,
1967-03-01,4.541818181818182,,,
1967-04-01,4.593500000000001,,,
1967-05-01,4.847727272727273,,,
1967-06-01,5.0227272727272725,,,
1967-07-01,5.159000000000001,,,
1967-08-01,5.275652173913044,,,
1967-09-01,5.3020000000000005,,,
1967-10-01,5.480952380952381,,,
1967-11-01,5.7535,,,
1967-12-01,5.699,,,
1968-01-01,5.528636363636363,,,
1968-02-01,5.563684210526316,,,
1968-03-01,5.74,,,
1968-04-01,5.6385,,,
1968-05-01,5.869545454545454,,,
1968-06-01,5.718,,,
1968-07-01,5.495454545454546,,,
1968-08-01,5.420454545454546,,,
1968-09-01,5.46,,,
1968-10-01,5.582608695652175,,,
1968-11-01,5.696111111111112,,,
1968-12-01,6.031904761904762,,,
1969-01-01,6.041818181818181,,,
1969-02-01,6.1889473684210525,,,
1969-03-01,6.296,,,
1969-04-01,6.173333333333333,,,
1969-05-01,6.323333333333333,,,
1969-06-01,6.574285714285715,,,
1969-07-01,6.71952380952381,,,
1969-08-01,6.691428571428572,,,
1969-09-01,7.159523809523809,,,
